fold,epoch,train_loss,train_accuracy_at_0_76,train_auc,train_processed_batches,train_skipped_batches,val_loss,val_accuracy_at_0_76,val_auc,val_processed_batches,val_skipped_batches,tuned_threshold,tuned_accuracy,tuned_sensitivity,tuned_specificity,tuned_f1,tuned_youden_j
3,1,0.4134645059941307,0.30158730158730157,0.7081339712918661,63,0,0.4298851005733013,0.3125,0.4727272727272727,16,0,0.58,0.625,0.6363636363636364,0.6,0.7000000000000001,0.23636363636363633
3,2,0.40643579974060967,0.30158730158730157,0.8732057416267942,63,0,0.42547775339335203,0.3125,0.6727272727272727,16,0,0.59,0.6875,0.6363636363636364,0.8,0.7368421052631579,0.4363636363636365
3,3,0.40246459486938657,0.30158730158730157,0.9294258373205742,63,0,0.42298191506415606,0.3125,0.7818181818181819,16,0,0.58,0.8125,0.9090909090909091,0.6,0.8695652173913043,0.509090909090909
3,4,0.40118562512927586,0.30158730158730157,0.9521531100478469,63,0,0.4228368690237403,0.3125,0.8,16,0,0.6,0.75,0.7272727272727273,0.8,0.7999999999999999,0.5272727272727273
3,5,0.4002475154305261,0.30158730158730157,0.9593301435406698,63,0,0.4228809932246804,0.3125,0.8,16,0,0.61,0.75,0.7272727272727273,0.8,0.7999999999999999,0.5272727272727273
3,6,0.39844481907193624,0.30158730158730157,0.9581339712918661,63,0,0.42279973812401295,0.3125,0.8363636363636363,16,0,0.62,0.75,0.7272727272727273,0.8,0.7999999999999999,0.5272727272727273
3,7,0.39581294546997736,0.30158730158730157,0.9665071770334929,63,0,0.42230155039578676,0.3125,0.8727272727272727,16,0,0.63,0.75,0.7272727272727273,0.8,0.7999999999999999,0.5272727272727273
3,8,0.39656210087594534,0.30158730158730157,0.965311004784689,63,0,0.4222059389576316,0.3125,0.9090909090909091,16,0,0.6,0.875,1.0,0.6,0.9166666666666666,0.6000000000000001
3,9,0.39495662469712517,0.30158730158730157,0.9581339712918661,63,0,0.42274831607937813,0.3125,0.9272727272727272,16,0,0.64,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,10,0.39481155952763936,0.30158730158730157,0.9665071770334929,63,0,0.423768512904644,0.3125,0.9272727272727272,16,0,0.65,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,11,0.39401779808695353,0.30158730158730157,0.9641148325358851,63,0,0.42499013524502516,0.3125,0.9272727272727272,16,0,0.66,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,12,0.3951508878242402,0.30158730158730157,0.965311004784689,63,0,0.426412470638752,0.3125,0.9272727272727272,16,0,0.67,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,13,0.3964996276393769,0.30158730158730157,0.9581339712918661,63,0,0.42932461854070425,0.3125,0.9090909090909091,16,0,0.68,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,14,0.39513419580364983,0.30158730158730157,0.9605263157894737,63,0,0.42945002671331167,0.3125,0.9090909090909091,16,0,0.69,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,15,0.399848977015132,0.31746031746031744,0.965311004784689,63,0,0.42949711438268423,0.3125,0.9090909090909091,16,0,0.69,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,16,0.3969076340870252,0.4126984126984127,0.9605263157894737,63,0,0.4334996906109154,0.5,0.9090909090909091,16,0,0.71,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,17,0.4006319987395453,0.5396825396825397,0.9665071770334929,63,0,0.4368175673298538,0.5625,0.9090909090909091,16,0,0.72,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,18,0.40192728737990063,0.6666666666666666,0.9617224880382775,63,0,0.43489489844068885,0.625,0.9090909090909091,16,0,0.72,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,19,0.4049267269789226,0.7142857142857143,0.965311004784689,63,0,0.4429800435900688,0.75,0.9090909090909091,16,0,0.74,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,20,0.40627292496344397,0.7936507936507936,0.9688995215311005,63,0,0.4439240605570376,0.75,0.9090909090909091,16,0,0.74,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
3,21,0.4092576437526279,0.873015873015873,0.965311004784689,63,0,0.44475949136540294,0.8125,0.9454545454545454,16,0,0.73,0.9375,1.0,0.8,0.9565217391304348,0.8
3,22,0.409668815514398,0.873015873015873,0.9665071770334929,63,0,0.4480335731059313,0.875,0.9454545454545454,16,0,0.78,0.8125,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273
3,23,0.4111938254227714,0.873015873015873,0.9677033492822966,63,0,0.4483770504593849,0.875,0.9454545454545454,16,0,0.74,0.9375,1.0,0.8,0.9565217391304348,0.8
3,24,0.41555563786200117,0.8888888888888888,0.965311004784689,63,0,0.45386735210195184,0.875,0.9454545454545454,16,0,0.75,0.9375,1.0,0.8,0.9565217391304348,0.8
3,25,0.412082560596958,0.9523809523809523,0.9665071770334929,63,0,0.4521263730712235,0.875,0.9454545454545454,16,0,0.75,0.9375,1.0,0.8,0.9565217391304348,0.8
