fold,epoch,train_loss,train_accuracy_at_0_76,train_auc,train_processed_batches,train_skipped_batches,val_loss,val_accuracy_at_0_76,val_auc,val_processed_batches,val_skipped_batches,tuned_threshold,tuned_accuracy,tuned_sensitivity,tuned_specificity,tuned_f1,tuned_youden_j
1,1,0.4128990982260023,0.30158730158730157,0.6901913875598086,63,0,0.4209796469658613,0.3125,0.7090909090909091,16,0,0.55,0.4375,0.18181818181818182,1.0,0.3076923076923077,0.18181818181818188
1,2,0.40752600748387596,0.30158730158730157,0.8528708133971292,63,0,0.41855237632989883,0.3125,0.8181818181818182,16,0,0.55,0.75,0.6363636363636364,1.0,0.7777777777777778,0.6363636363636362
1,3,0.4057470169805345,0.30158730158730157,0.8516746411483254,63,0,0.4163770629093051,0.3125,0.8909090909090909,16,0,0.56,0.75,0.6363636363636364,1.0,0.7777777777777778,0.6363636363636362
1,4,0.40450206659142934,0.30158730158730157,0.9066985645933014,63,0,0.41320562828332186,0.3125,0.9636363636363636,16,0,0.56,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
1,5,0.4019197890209773,0.30158730158730157,0.94377990430622,63,0,0.4129580548033118,0.3125,0.9636363636363636,16,0,0.58,0.8125,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273
1,6,0.40004114002462415,0.30158730158730157,0.9497607655502392,63,0,0.4150820728391409,0.3125,0.9454545454545454,16,0,0.58,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
1,7,0.4024631991272881,0.30158730158730157,0.9449760765550239,63,0,0.41628153901547194,0.3125,0.9272727272727272,16,0,0.59,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
1,8,0.4027966499801666,0.30158730158730157,0.9461722488038278,63,0,0.4159218342974782,0.3125,0.9454545454545454,16,0,0.6,0.875,0.9090909090909091,0.8,0.9090909090909091,0.709090909090909
1,9,0.4009678562482198,0.30158730158730157,0.9629186602870813,63,0,0.4159132055938244,0.3125,0.9454545454545454,16,0,0.6,0.9375,1.0,0.8,0.9565217391304348,0.8
1,10,0.399811486166621,0.30158730158730157,0.972488038277512,63,0,0.4199630878865719,0.3125,0.9454545454545454,16,0,0.64,0.8125,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273
1,11,0.40339396160746377,0.30158730158730157,0.9629186602870813,63,0,0.41967641841620207,0.3125,0.9454545454545454,16,0,0.63,0.9375,1.0,0.8,0.9565217391304348,0.8
1,12,0.4032409375622159,0.30158730158730157,0.9677033492822966,63,0,0.4207806335762143,0.3125,0.9636363636363636,16,0,0.65,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
1,13,0.40012170658225105,0.30158730158730157,0.9784688995215312,63,0,0.4257548153400421,0.3125,0.9636363636363636,16,0,0.65,0.9375,1.0,0.8,0.9565217391304348,0.8
1,14,0.4030076575184625,0.30158730158730157,0.9700956937799043,63,0,0.4253748832270503,0.3125,0.9818181818181818,16,0,0.67,0.9375,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909092
1,15,0.4006320992632518,0.30158730158730157,0.9629186602870813,63,0,0.42756898514926434,0.3125,0.9636363636363636,16,0,0.68,0.9375,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909092
1,16,0.40036610549404505,0.31746031746031744,0.9736842105263158,63,0,0.4318468663841486,0.3125,0.9636363636363636,16,0,0.7,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
1,17,0.4018948408109801,0.38095238095238093,0.9665071770334929,63,0,0.4339760164730251,0.5,0.9636363636363636,16,0,0.71,0.9375,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909092
1,18,0.398030250554993,0.49206349206349204,0.9736842105263158,63,0,0.450258229393512,0.6875,0.9636363636363636,16,0,0.73,0.8125,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273
