scope,auc,default_threshold,accuracy_at_default,sensitivity_at_default,specificity_at_default,f1_at_default,tuned_threshold,tuned_accuracy,tuned_sensitivity,tuned_specificity,tuned_f1,tuned_youden_j
out_of_fold,0.8121212121212121,0.76,0.5569620253164557,0.38181818181818183,0.9583333333333334,0.5454545454545455,0.6,0.7848101265822784,0.8181818181818182,0.7083333333333334,0.8411214953271028,0.5265151515151516
