fold,epoch,train_loss,train_accuracy_at_0_76,train_auc,train_processed_batches,train_skipped_batches,val_loss,val_accuracy_at_0_76,val_auc,val_processed_batches,val_skipped_batches,tuned_threshold,tuned_accuracy,tuned_sensitivity,tuned_specificity,tuned_f1,tuned_youden_j
5,1,0.42624391079880297,0.3125,0.7647727272727273,64,0,0.39067584574222564,0.26666666666666666,0.9545454545454546,15,0,0.57,0.9333333333333333,1.0,0.75,0.9565217391304348,0.75
5,2,0.426133134867996,0.3125,0.7806818181818181,64,0,0.3839706649382909,0.26666666666666666,1.0,15,0,0.59,1.0,1.0,1.0,1.0,1.0
5,3,0.4183022393845022,0.3125,0.8602272727272727,64,0,0.3801687051852544,0.26666666666666666,1.0,15,0,0.6,1.0,1.0,1.0,1.0,1.0
5,4,0.41744537046179175,0.3125,0.8829545454545454,64,0,0.3776611109574636,0.26666666666666666,1.0,15,0,0.61,1.0,1.0,1.0,1.0,1.0
5,5,0.4159530361648649,0.3125,0.8943181818181818,64,0,0.3736067881186803,0.26666666666666666,1.0,15,0,0.62,1.0,1.0,1.0,1.0,1.0
5,6,0.4136571518611163,0.3125,0.9045454545454545,64,0,0.3719177842140198,0.26666666666666666,1.0,15,0,0.63,1.0,1.0,1.0,1.0,1.0
5,7,0.4123550041113049,0.3125,0.9159090909090909,64,0,0.3706485400597254,0.26666666666666666,1.0,15,0,0.64,1.0,1.0,1.0,1.0,1.0
5,8,0.4097777409479022,0.3125,0.9181818181818182,64,0,0.36664301455020903,0.26666666666666666,1.0,15,0,0.65,1.0,1.0,1.0,1.0,1.0
5,9,0.4053187167737633,0.3125,0.9261363636363636,64,0,0.3630941569805145,0.26666666666666666,1.0,15,0,0.66,1.0,1.0,1.0,1.0,1.0
5,10,0.40497664571739733,0.3125,0.9193181818181818,64,0,0.36298476060231527,0.26666666666666666,1.0,15,0,0.67,1.0,1.0,1.0,1.0,1.0
5,11,0.4055719906464219,0.328125,0.9227272727272727,64,0,0.36042484641075134,0.26666666666666666,1.0,15,0,0.68,1.0,1.0,1.0,1.0,1.0
5,12,0.40430450427811593,0.390625,0.928409090909091,64,0,0.3607077439626058,0.26666666666666666,1.0,15,0,0.68,1.0,1.0,1.0,1.0,1.0
5,13,0.4049600772559643,0.515625,0.9295454545454546,64,0,0.3594194293022156,0.3333333333333333,1.0,15,0,0.69,1.0,1.0,1.0,1.0,1.0
5,14,0.40579655207693577,0.53125,0.9272727272727272,64,0,0.3583982393145561,0.4666666666666667,1.0,15,0,0.7,1.0,1.0,1.0,1.0,1.0
5,15,0.40269862907007337,0.53125,0.9329545454545455,64,0,0.359431820611159,0.5333333333333333,1.0,15,0,0.71,1.0,1.0,1.0,1.0,1.0
5,16,0.40626241685822606,0.546875,0.928409090909091,64,0,0.35805420130491256,0.5333333333333333,1.0,15,0,0.72,1.0,1.0,1.0,1.0,1.0
5,17,0.4074667227687314,0.578125,0.9329545454545455,64,0,0.3546517933408419,0.6,1.0,15,0,0.73,1.0,1.0,1.0,1.0,1.0
5,18,0.40252481249626726,0.65625,0.9397727272727273,64,0,0.3582957034309705,0.7333333333333333,1.0,15,0,0.74,1.0,1.0,1.0,1.0,1.0
5,19,0.40703725756611675,0.765625,0.9397727272727273,64,0,0.3579176569978396,0.8666666666666667,1.0,15,0,0.74,1.0,1.0,1.0,1.0,1.0
5,20,0.40551415958907455,0.8125,0.946590909090909,64,0,0.3559582163890203,0.8666666666666667,1.0,15,0,0.75,1.0,1.0,1.0,1.0,1.0
5,21,0.4018616663524881,0.828125,0.9647727272727272,64,0,0.35664190699656806,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,22,0.40061408595647663,0.875,0.9738636363636364,64,0,0.35475778331359226,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,23,0.3980170004069805,0.921875,0.9897727272727272,64,0,0.35539396752913793,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,24,0.3984302373137325,0.96875,0.990909090909091,64,0,0.35649216870466865,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,25,0.39743568625999615,0.953125,0.990909090909091,64,0,0.35854403873284657,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,26,0.396826995536685,0.953125,0.990909090909091,64,0,0.3549475575486819,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,27,0.39910854486515746,0.953125,0.990909090909091,64,0,0.35356572618087134,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,28,0.3899016187642701,0.953125,0.9920454545454546,64,0,0.3530141592025757,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,29,0.3960129565675743,0.953125,0.990909090909091,64,0,0.35522639403740564,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
5,30,0.39270457363454625,0.96875,0.9931818181818182,64,0,0.35438501983881,1.0,1.0,15,0,0.76,1.0,1.0,1.0,1.0,1.0
