fold,epoch,train_loss,train_accuracy_at_0_76,train_auc,train_processed_batches,train_skipped_batches,val_loss,val_accuracy_at_0_76,val_auc,val_processed_batches,val_skipped_batches,tuned_threshold,tuned_accuracy,tuned_sensitivity,tuned_specificity,tuned_f1,tuned_youden_j
4,16,0.39497979304620195,0.30158730158730157,0.9521531100478469,63,0,0.3895965637639165,0.375,0.9636363636363636,16,0,0.65,0.9375,1.0,0.8,0.9565217391304348,0.8
4,17,0.39128986722420134,0.3333333333333333,0.9665071770334929,63,0,0.3907884838990867,0.4375,0.9636363636363636,16,0,0.67,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,18,0.3991563152226191,0.4126984126984127,0.9545454545454546,63,0,0.39221727941185236,0.4375,0.9636363636363636,16,0,0.67,0.9375,1.0,0.8,0.9565217391304348,0.8
4,19,0.39612069489463925,0.5079365079365079,0.9605263157894737,63,0,0.39360294910147786,0.5625,0.9636363636363636,16,0,0.68,0.9375,1.0,0.8,0.9565217391304348,0.8
4,20,0.40450411774809397,0.6666666666666666,0.9425837320574163,63,0,0.3963263868354261,0.6875,0.9636363636363636,16,0,0.69,0.9375,1.0,0.8,0.9565217391304348,0.8
4,21,0.4014581133212362,0.7936507936507936,0.9557416267942583,63,0,0.39692732272669673,0.8125,0.9454545454545454,16,0,0.7,0.9375,1.0,0.8,0.9565217391304348,0.8
4,22,0.4015437923963108,0.8571428571428571,0.9521531100478469,63,0,0.39668916910886765,0.8125,0.9636363636363636,16,0,0.7,0.9375,1.0,0.8,0.9565217391304348,0.8
4,23,0.40836562121671344,0.8888888888888888,0.9497607655502392,63,0,0.40046050725504756,0.8125,0.9636363636363636,16,0,0.75,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,24,0.40042834344600875,0.8888888888888888,0.9593301435406698,63,0,0.397994062397629,0.875,0.9636363636363636,16,0,0.76,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,25,0.39879047580891186,0.9206349206349206,0.9665071770334929,63,0,0.396151686552912,0.875,0.9636363636363636,16,0,0.76,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,26,0.40223190785636975,0.9365079365079365,0.9605263157894737,63,0,0.395035142544657,0.8125,0.9636363636363636,16,0,0.77,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,27,0.39625434595204534,0.9523809523809523,0.9700956937799043,63,0,0.39113421947695315,0.875,0.9636363636363636,16,0,0.77,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,28,0.4015326396458679,0.9523809523809523,0.9712918660287081,63,0,0.3912145502399653,0.875,0.9636363636363636,16,0,0.78,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,29,0.38953926999654087,0.9523809523809523,0.9748803827751196,63,0,0.38371679931879044,0.875,0.9636363636363636,16,0,0.78,0.875,0.8181818181818182,1.0,0.9,0.8181818181818183
4,30,0.3894947174759138,0.9523809523809523,0.9784688995215312,63,0,0.37963205319829285,0.875,0.9818181818181818,16,0,0.79,0.9375,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909092
